Artist,Title,Lyrics,URL
Nuage,Let's Go Dee Jay,"Tonite (I) wanna see the moon
I want to stay with you and all your records
Right now take me to the top
I'm gonna dance to the rhythm

I wanna share the time with you now
I'm gonna touch the sky
Don't you know?
You get my love...
I wanna tell you... listen to me... are you ready?

Let's go Dee Jay
Take me away
Now or never
Let's go Dee Jay
And show me the way
I wanna dance with you
All night long

Don't stop baby never stop
I need your passion tonite to keep the rhythm
Try now to replay this song
I'm gonna shake to the music","https://www.eurobeat-prime.com/lyrics.php?lyrics=2323
"
Nuage,Love Is In The Air,"You're far away, you're far away from my heart
'Cause we try, and we fail
But you could find your love tonight

Come and see what I've found
Another mistake
but I see you now
We'll fight under the rain

Can you save my life?
Can you please hold me by your side?
Can you save my heart?
Love is in the air
My body wants you now

I can't explain, I can't explain what I feel
Is it love? don't you know?
But I can try to steal your heart","https://www.eurobeat-prime.com/lyrics.php?lyrics=4306
"
Nuage,My Blue Sky,"I look in your eyes
And I see you'll fly with me, together
You'll take me tonight
To the planet close to your heart

Touch me
I wanna be your dream
Close your eyes now
Reaching for the moon
It's close to me baby
Can't you see it?

My blue sky
I need you baby
Just give it to me
Take me high
Like the sun and I'm done
Wherever you are I will be there

Your eyes in the sky
Take a look around cause I'm on fire
Come into my world
Be the slave of my desire","https://www.eurobeat-prime.com/lyrics.php?lyrics=3378
"
Nuage,Nothing's Gonna Take My Love From You,"Watching you this morning
Everything is shining
What a joy to have you
By my side

Turn your head and tell me
""I just need to hold you""
Let me see your loving
In your eyes

Eyes that give me passion now as they
Call me thru the night
Nite that till tomorrow shines in my heart
Just to tell ya

Nothing's gonna take my love from you babe
Anything that matters now is today
I would never let you go believe it
I wanna take it and deceive it

Nothing's gonna take my love from you now
Nothing's gonna hide the moon of this nite
I would never change my mind and leave you
And nothing's gonna take my love from you

Easy like a rainbow
Stormy like a tiger
That's our love and always
I'll be there

Make me feel another
Treat me like a flower
Get me to be stronger
With your eyes","https://www.eurobeat-prime.com/lyrics.php?lyrics=1422
"
Nuage,Running To The Night,"I am feeling low
Waiting for your call
'Cause I need your love
N' share my time with you
Dancing on the floor

Heart is broken, I guess you know why
And I can't buy your love
Oh baby feel the music, just take it easy
Can't you see, I will see dream

Running to the night
Flying to the lights
I'm ready for my lazy boy
Shaking shaking your emotion
Baby baby I want your love
Running to the night
Flying to the lights
I'm ready for my baby boy
Shaking shaking your emotion
Baby baby I want your love

Time to fall in love
Dance with me tonight
We will lose control
Jumping up and down
I get close to you
You will try me now","https://www.eurobeat-prime.com/lyrics.php?lyrics=959
"
Nuage,Shine,"I never knew my love can get me so high
I never knew that you can give me love so fine

Baby baby I need your love for me tonight
I can feel my heart miss a beat
So come on baby

Shine!
Shine the light of your magic
Making me feel that's mind in the sky
Baby come and take me away to wonderland
Make me feel your magic

And now I know my love will fill up my day
And now I know that you can make me feel this way","https://www.eurobeat-prime.com/lyrics.php?lyrics=3074
"
Nuage,Singing To The Stars,"Do you really wanna fly
...(it's) up to you
I'm gonna be touchy in my mind
I can see your eyes on my own
Baby tell me now do you love me

Another dream into the sky
From the next day till the night
I really wanna be your love
We are getting ready so let's dance

Singing on the stars
Do you know is magic
Shining like a star
Baby love me do
When you're dancing on
Make another dream on
And I feel
That you can fly fly

I just wanna fly away
Just with you
I don't wanna touch you
I don't mind
Wanna be the star over you
Baby let me shine again
To love you","https://www.eurobeat-prime.com/lyrics.php?lyrics=3312
"
Nuage,Still Love,"You're gonna get me as you want me boy
Just take a chance
Take my hand give me your hand
You're killing me so softly with your eyes
Don't tell me lies
Put your eyes into my eyes

I believe...is you
You light my fire
I wanna fall in love
Listen to me

Still love
Baby I'm gonna get your call
You fall into my world
Still love
'Cause you know how much I love you
I will be your magic

I'm gonna call you baby one more time
Beat of your heart let me know how gettin' love
I wanna tell you boy, I will be there
Don't close your eyes
Look at me don't be so shy","https://www.eurobeat-prime.com/lyrics.php?lyrics=1423
"
Nuage,Sunday,"I just keep the breath of your love
You'll be my by side
If you really wanna be free
Oh baby you'll see

Baby baby I'm going crazy when you say
Tell me tell me you're waiting for another
Shiny day

So there comes
Sunday I believe there's way
We're gettin' strong
To your love I belong
Sunday I have nothing to say
Don't say goodbye
And I won't tell you lies
Sunday I believe there's way
We're getting strong
To your love I belong
Sunday I have nothing to say
Don't say goodbye
And I won't tell you lies

I will dance my troubles away
In this sunny day
You can see now where we belong
I'm falling in love","https://www.eurobeat-prime.com/lyrics.php?lyrics=460
"
Nuage,You'll Never Stop Me Lovin' You,"Oh, woh, oh, woh
Never stop
Never stop me
Oh, woh, oh, woh
Never stop
Never stop me

Even when you're home
You won't pick up your phone
And take my call
When I see you on the street
You stare down at your feet
You won't talk at all

If only you would see me
One more time and maybe
Someday, you will find
That you could really need me
Maybe you could change your mind

But you'll never stop me from loving you
It doesn't really matter what you put me through
You'll never stop me from loving you

When I know that you're alone
I wander to your home
And catch a glimpse or two
It seems that all the time
The thought is on my mind
Of being with you

The times I've tried to see you
You know I would meet you
Any time, night or day
But still you just refuse
And no matter what you do
I'll never let you get away

But you'll never stop me from loving you
It doesn't really matter what you put me through
You'll never stop me from loving you

Oh, woh, you'll never stop me from loving you
Whenever you can go, I will follow you
You'll never stop me from loving you","https://www.eurobeat-prime.com/lyrics.php?lyrics=1424
"
Nuage Feat. Sonia,I'm Never Gonna Let You Down And Forget You,"The sun is bright in my face
The wind happy blows again
Can't you see the situation
Is leading to something new

To a place where everything is clear and beautiful..
ooh baby
And if you believe the place is here

I'm never gonna let you down 'n' forget you
We're just doing all right
It's gonna be OK
And nothing is wrong tonight

I'm never gonna let you down 'n' forget you
We're just doing all right
It's gonna be OK
And nothing is wrong tonight
Ever and ever we will be together again

No matter if I am down
'Coz fortune is on my side
I will meet my desire destination
Sailing to something new

I will keep the dream alive to fill my destiny
ooh baby
And if you just play your dream will say

I'm never gonna let you down 'n' forget you
We're just doing all right
It's gonna be OK
And nothing is wrong tonight","https://www.eurobeat-prime.com/lyrics.php?lyrics=1425
"
Nutty,Secret Love,"Everytime when I think about you baby
Needing your love 'cause I'm missing you so much
I never take away what you said to me ""I love you""

My memory seems so right, so good
'Cause you gave to me
If there's already someone else that you're loving
I never ever give you up
Oh baby

I believe in you forever'n'ever
I'm crazy for you
Now I'm just waiting for you
Can't stop my heart desires
Even I know it's a secret love wow
I believe in you forever'n'ever
I'm crazy for you
Let's make love again tonight
I'm just burning up for you
Even I know it's a secret love story

Oh everytime when you call my name baby
Please let me try to hold you all night long
I don't wanna make a story fallin' down
No, No, No, No","https://www.eurobeat-prime.com/lyrics.php?lyrics=1607
"
O-Zone,Dragostea Din Tei (Eurobeat Remix),"Ma-ia-hii
Ma-ia-huu
Ma-ia-hoo
Ma-ia-haha

Alo, Salut, sunt eu, un haiduc,
Si te rog, iubirea mea, primeste fericirea.
Alo, alo, sunt eu Picasso,
Ti-am dat beep, si sunt voinic,
Dar sa stii nu-ti cer nimic.

Vrei sa pleci dar nu ma, nu ma iei,
Nu ma, nu ma iei, nu ma, nu ma, nu ma iei.
Chipul tau si dragostea din tei,
Mi-amintesc de ochii tai.

Te sun, sa-ti spun, ce simt acum,
Alo, iubirea mea, sunt eu, fericirea.
Alo, alo, sunt iarasi eu, Picasso,
Ti-am dat beep, si sunt voinic,
Dar sa stii nu-ti cer nimic.

----------  English Translation  ---------

Hello, greetings, it's me, an outlaw,
I ask you, my love, to accept happiness.
Hello, hello, it's me, Picasso,
I sent you a beep, and I'm strong,
But you should know that I'm not asking for anything from you.

You want to leave but you don't want don't want to take me, don't want don't want to take me, don't want don't want don't want to take me.
Your face and the love from the linden trees,
And I remember your eyes.

I call you, to tell you what I feel right now,
Hello, my love, it's me, your happiness.
Hello, hello, it's me again, Picasso,
I sent you a beep and I'm strong,
But you should know that I'm not asking for anything from you.","https://www.eurobeat-prime.com/lyrics.php?lyrics=2242
"
Oceania,Dance Dance Let You Go,"Like a fire, (I'm) burning my day
Dance all the night, all the time
With me yo' baby!
Can you feel me? I can you
Play the game
The rhythm is magic

Take me higher
Give me a shake
Tell me tell me, what you do?
Set me on fire, light my world
Please take me higher

Dance dance let you go
Come to me baby yeah!
I am ready for you now
Take all the night away
Please me, give me your time

Like a moonlight
Waiting the night
Watching the stars over me
Can you touch me?
I can touch you
Play with me (now)
The summer is magic!","https://www.eurobeat-prime.com/lyrics.php?lyrics=3895
"
Oceania,Guardian Angels,"Dance dance dance
I like to play with you
Come on now
Shake shake shake
You and me in paradise

You just open your heart
Let yourself to me
We can fly beyond time
You just like the wind

You and me like a fire tonight
Me and you 2 guardian angels
Now i feel your touch into my heart
A ray of sun
Come to play with me baby tonight
Come with me between the moonshine
Baby come surround me with the stars
A ray of sun

Hey hey hey
I'm gonna play the game
Come on boy!
Hi hi hi
Will be a big surprise","https://www.eurobeat-prime.com/lyrics.php?lyrics=4143
"
Oceania,I Know,"I know i know
My love is fire
My dog is funny
Make me so happy
Make my sunday

Now, it's another day
He make me feel so high
With his eyes into my eyes
Full of love
Can't live without you

Come in to my arms
Make me happy
With your little bay to me
Oh oh
Love into my heart
You are so magic
I will never leave you my boy

I know, what i
Like it like you
Our love is foolish
But it's so magic
It's so crazy","https://www.eurobeat-prime.com/lyrics.php?lyrics=4106
"
Oceania,Learning Love,"You want my fire?
You want my power?
You got to prove to me your desire

My education
My fascination
You gotta try to imagine me boy

Passion &amp; passion
Treat me right tonite
Come on, baby, come
Into my will, into my veins

Running, running in the night
In my time
Now we wanna „learning love“
It's all crazy
Come on, baby, come
Yeah, yeah, yeah!

Learning Love
In my mind
Do you wanna make it now
Come on, baby
Come on, dance with me
Give me your hand

Like a sensation
I need you action
Into your mind you just learn the lesson

Imagination
Is like a fashion
You gotta try to reforce your mind, boy","https://www.eurobeat-prime.com/lyrics.php?lyrics=3997
"
Oda,Face To Face,"We made a connection in the cyber space
Contact contact
Exchanging attraction in the database
Password password

And the fever tonight is high
We will see each other
Talkin in real time
My heart in the room goes boom
As my pretty girl walk in

Face to face uh oh oh
Mind to mind uh oh oh
Sex and love of just a
Different kind uh oh oh

Face to face uh oh oh
Heart to heart uh oh oh
You and me like
Falling from the stars uh oh oh

Logged on in our passion with a hyper speed
Contact contact
Click onto you lips, my final fantasy
Password password","https://www.eurobeat-prime.com/lyrics.php?lyrics=159
"
Oda,Rainbow,"Hey you
I like a sexy bitch
You come come on babe
Want to drink me
I'll be your mister X
To love you love you babe get the

Black jack in the air
I wanna fight and ride
Shag - shag on your ass
And get you ready
Won't you danger
Won't you get my life
My life

Rainbow
When I'm crashing inside my
Rainbow
It's rolling and bright my
Rainbow
Like a fire into the night
Fighting fighting !!!

Rainbow
When I'm splashing in right my
Rainbow
It's kicking and live my
Rainbow
Like a rider to the night
Fighting fighting !!!

Fly high
You are my candy night
And burning, bubble, babe
Don't you break me
I want a place to be
So hurry hurry babe","https://www.eurobeat-prime.com/lyrics.php?lyrics=2954
"
Oda,Sex Crime,"I can do anything I want
I can get anything I need
Moving bang bang have a good time
That's the way I want it tonight

I would do anything to be with you
Wish you were here getting closer
All I can say listen baby
That's the way I like
I need a

Sex crime
I want you in my room I wanna boom boom
Just like a doggy doggy need a
Sex crime
You make me wanna kill you wanna rock tonight tonight
I put a spell on you

You can do anything you want
You can get anything you need
Moving bang bang have a good time
That's the way I want it tonight","https://www.eurobeat-prime.com/lyrics.php?lyrics=326
"
Oda,Shy Gun,"Baby see you on the street,
You're walking like you wanna be the coolest queen,
You just think you're really tough,
But do you think you've got enough to play with me (To play with me)

Okay, let's see how you do it, come on baby
Let's get down to it, give it to me

People say you're really jive,
But like it that you're still alive,
What do they mean? (Do they mean)
Catch your victims unaware
And making trouble everywhere, a mean machine (mean machine)

Superheat, you can do it, how you do it
Give me all that you got
Bittersweet, what you got, you gotta do it
Let's get round to it, 1-2-3

So pull the trigger, but be a shy gun
I'll make you see that you're not the sly one
Come on and show me the best that you got
Love is a loaded gun

So pull the trigger, but be a shy gun
I'll shoot the low one, you shoot the high one
Come on and show me the best that you got
Love is a loaded gun

You just make a lot of noise
You break the hearts of all the boys out on the street (On the street)
You just think you're really tough
But do you think you've got enough to deal with me
","https://www.eurobeat-prime.com/lyrics.php?lyrics=318
"
Oda,Speed Demon (King Of Kings),"Bad girls coming tonight
I got a ticket, ticket to ride
Bad boys get off my way
I got to get there, kick in your face

Speeding to get in time
Coz nothing gonna stop me tonight
You really got me pretty baby
Clear the way I'm coming ole ole

Speed demon
Once more I go fighting tonight
Once again be the master of time
Rolling thunder I'm leading the race
The king of kings tonight
Speed demon
Game, over you got to be mine
Love is danger is killing my time
Rolling thunder, into the space
The king of kings tonight

Bad girls roaming tonight
I'm really burning, burning inside
Speed boy get off my way
The king is back, he's kicking your face","https://www.eurobeat-prime.com/lyrics.php?lyrics=1273
"
Odyssey,Calm and the Storm,"Echo in the deep, I'm waiting quietly
Let my worrying fade
Did you say my name, I'm quickly withering
Far too timid to stay

Right in front of me, a brand new confidence,
Moments powerless gone
My apologies, my old fragility
I am moving beyond

No, I won't take another step away
I have tasted blood tonight
Oh, this power is nothing I have known
Something in it feels so right!

Calm and the storm, I am feeling reborn
Who dares to face me tonight?
Calm and the storm, face the daunting unknown
Bringing a new rage to light

Calm and the storm, now my facade is torn
Glowing red across the blue
Calm and the storm, I am building in scorn
A fatal decision for you

Get yourself away, I won't be going back
Goodness rendered me weak
Walling up my heart will keep from breaking it
Solace for the once meek","https://www.eurobeat-prime.com/lyrics.php?lyrics=4324
"
Odyssey,Eye to Eye,"I don't think I'm ever getting over you
Not even if I try
You, you're just a decade of my failures
You wanna see me die

I got tired of waiting for a miracle
so I'll do it on my own command
by my own hand, I'm daring the unknown!

Eye to eye with a looming disaster
I'm done crying and hating who I am
Brand new life with a confidence mastered
I know that I can

Count me out of a looming depression
I'm done lying and tearing me apart
You had me doubled up in the corner
Now it's over, 'cause I know who I am!

I can feel my power coming back to me
Grateful to be alive","https://www.eurobeat-prime.com/lyrics.php?lyrics=4343
"
Odyssey,Final Breath,"Nothing of this earth will sate my hunger,
Nothing will satisfy.
Even if I found another lover,
If she catches my eye.

Like the wind we'll never last forever,
Fading under the moon.
Only one thing will keep us together,
And it died out with you!

If I told you I loved you, would you still have survived?
Every day gone without you is tearing like a knife.
As a mortal, I dance on the precipice of death.
Till the day we're united, I draw my final breath!

Infinite romance is more than just a dream,
it's our circumstance.
How I rue the day I did not find out,
I did not take the chance!","https://www.eurobeat-prime.com/lyrics.php?lyrics=4313
"
Odyssey,Loud Faith,"Working until the nighttime, I'm nearing the
Enlightened and lifted-high, what I would give to be there
Sharing the word of love out, to be the very
Voice that the world should hear above all any others

Many would try to tell me it's better to be
Quiet and not believe but I can't dodge a vision
I had so many years back, it told me I was
Destined to share with you the joys of love and freedom

Someday, over the horizon, I'll be there with you
A hidden paradise
Join me, I can make it easy
Rid yourself of petty vice...

(With a), Loud, Burning Faith, I echo to you
I can't wait to see you running to me
Arms open wide I'm welcoming you
Is your soul crying out, ""Salvation""?

Loud, Burning Faith, you echo to me
I believe it, though I cannot see it
Love welling up inside your body
Now let it burn you alive!

I may be small and frail here in person
But the spirits are stronger than the many foes I face here
Leading the way is nothing if I can join the
Millions of the saved... why can't I take you with me?","https://www.eurobeat-prime.com/lyrics.php?lyrics=4323
"
Odyssey,On The Moon,"I don't believe it, I can never catch a break
I put one down and one more rises
I swear this has to be the fifteenth in a row,
But somehow it always surprises

What kind of killer do I gotta overthrow
Just to get a little peace and quiet?
I know I need to get away somewhere,
But somehow the world will deny it

Why does it feel like I can never break this ceiling,
and take a moment just to cry?
Sometimes I get tired of this vengeance in my eyes!

I don't want to waste another day away from lovin' you
Got these feelins taking over like rabbits on the moon
Let's indulge a life of lunacy I feel is overdue
Dream away and we can make it to the rabbits on the moon

Why do they never try invading somewhere else
Or better yet, go on vacation
I swear I'll never have a moments' rest
if tonight is an indication","https://www.eurobeat-prime.com/lyrics.php?lyrics=4326
"
Odyssey,Time Will Tell,"You tear my home apart, then I'll get you and yours
I'm a power you've not seen before
Where do you go when you die in Hell? I guess
when I get to you...

Tatters of what once was here
Worshippers gather in fear
Lock yourselves in for the night
I'm off to go make this right

Miles and miles away
Paves through the blood of the fray
Torn between Hell and Makai
There, but for vengeance, go I

Hellfire nipping at Achilles' heels, I kill
So you know exactly how it feels
Nothin' gonna stop me till I take you down, you see
You'll see me but you'll never hear a sound

You tear my home apart, then I'll get you and yours
I'm a power you've not seen before
Where do you when you die in Hell? I guess
when I get to you, time will tell

Cast demons, angels aside
Torn them apart far and wide
The indestructible few,
What then will happen to you?","https://www.eurobeat-prime.com/lyrics.php?lyrics=4321
"
Odyssey,Zombie,"Look me right in the eyes and tell me
You forgot whose you are
I know you've not the best of memory
But now you've gone too far

One time I wanted to forgive you
Forgetting all your lies
But you know you did it again but stronger
Your request is denied

We could've worked it out, you know
We could try to make it right again (whoa-oa-oa!)
Your hesitation's rising up,
And you're telling me to say goodbye

You're like a Zombie, playing a game of love
My survival's not a problem you were thinking of
You're dying to me, although you had the chance
For another life of playing in the game ""romance""
You're like a Zombie, bitten out of my soul
You've forgotten all the times I made you lose control
Won't take you with me, not even as a friend,
As I bury you, The End!

Stiff and retched the years before us
Bleeding out from your knife
For a love that I never though worth saving
Don't you dare stay alive","https://www.eurobeat-prime.com/lyrics.php?lyrics=4322
"
Odyssey & The DNA Team,Lunatic,"Living carefree, not even a spark
would attempt to illuminate what's in your dark
But I go where angels fear to tread
For the bounty that I have placed upon your head

Countless ages, I have sought you out
To discern what your cruelty is all about
This is more than pretty counter-act
Neither Goddess or machine prevents my attacking...!

Hatred seeping out of every pore, for you
Your fire has made my life a burning hell!
Though I have no single drop of royal blood
I know I've been defiled!

While you torture me for your ecstasy
You don't know what I have to store for you!
All this bloodlust must bring you to entropy...
Though I fear it's... makin' me a lunatic!

I expected better from a queen--
Oh, I'm sorry, a princess, haven't earned your way up?
Your entire principality will remember
this moments as your bloodiest day!","https://www.eurobeat-prime.com/lyrics.php?lyrics=4315
"
Odyssey & The DNA Team,UFO Lover,"Don't run away
I can see you exactly as you are
I wanted to take one more chance before
I lose you to the stars
You hide your face from the world and your pride is your facade
I know you better to see you for what you keep in your heart

What kind a language are you speakin' me
If only I could read your mind
Every little part of you, I love the way you do
And now I'm waiting for a sign

You give me UFO kinds of love, sweet babe you are my UFO lover
You are more precious to me than oxygen I love you
Like no other

Let's go for a crazy ride
A galactic rendezvous
I'll give you the universe in your hand
if that gets me to you","https://www.eurobeat-prime.com/lyrics.php?lyrics=4318
"
Odyssey & The DNA Team,Uninstall Love,"Fantasy, come bring my visions to life
Entropy, I don't need you by my side
Come to me, melt in the void of our song
Ecstasy, to leave the silence of life

There is nothing more that I can do to keep you on the planet
I would love to keep you in my heart but there is nothing in it
(Please take me there with you, there's nothing that you can do?
Please don't tell me goodbye, God, I don't want to die)

I will uninstall my love for you tonight
Wiping out the songs we made together 
Nothing can delete the pain you made for me
I can send your soul back to the nether

I will uninstall my love for you today
No room on my heart to be untrue
I will now eject the life we had ahead
I will never be the same for you

Misery, malfunction coronary
Run from me, fantasy falls out of you","https://www.eurobeat-prime.com/lyrics.php?lyrics=4325
"
Odyssey Eurobeat,Somebody Else,"Worn into a groove, a fatal
Pattern has emerged within me
Torn between a move to be
Full-realized, or fall into place

I feel it coming to light, from shadows
I'm giving out the truth
I'm done with trying to fight the answers
Instead of me I've given you…

Somebody else, my imitator
Wasn't myself, I am my own traitor
Not anymore, out of the shadow
Telling the truth, to show you just who I am

Pride, misguided guise to keep the
Old facade alive and dancing
Hide was all I did until the
Truth could stare me right in the face","https://www.eurobeat-prime.com/lyrics.php?lyrics=4519
"
Olivia,Love Paradise,"Day by day
We fall in love
Over and over again
Runaway
Don't make me wait
You are the light of
My destiny

You and me
Forever lovers
Memories
When I look in your eyes

LOVE PARADISE
Feels like an angel tonight
Over 'n' over
We fell in love

Rainy days
Don't put me down
Don't give me more than
The way you are","https://www.eurobeat-prime.com/lyrics.php?lyrics=3250
"
Orlando,Memories Of You,"Memories of you
Takes me back in time
In my lovely heart
Filling this lonely night

Memories of you
Are a part of me
Tell me when you back
Closin' again to me

How can I carry on
Seem so far away
Now surrending me
And this love never end

Memories of you
One of us is cryin'
In this lonely bed
Filling this lonely mind

Memories of you
Waiting for a call from you
Tell me when you back
Closin' again to me","https://www.eurobeat-prime.com/lyrics.php?lyrics=3819
"
Oscar,It's My Life,"I remember the day she has come
( I ) didn't know what I could have to do
No one feeling I felt in my heart
Still I was just a baby

Every time she's gone on my way
Walkin' with me step by step all the days
In the dark, in the light in the sun - in the rain
Always by my side

It's my life
All my life
It's my life
All my life
It's my life.......

There are moments I wanna do without
But she's so charmer, I revive again
Far a long time I hope gonna live
Once for all thanks to my life

It's my life.......","https://www.eurobeat-prime.com/lyrics.php?lyrics=3925
"
Oscar,New York City,"Walkin the light, all night and day
I'm burning in my heart, girl just without you
In New York city

These is no place, there is no time
To love and realize all my feelings and dreams
In New York city

I will meet you in the heat of the night
Just I'm gonna prove my love for you babe
I will need you for the rest of my life
Call me babe, can't you feel all my heart
And it's getting too hard

New Your city, New York city
Stay with me until the end, keep me aih aih aih
New Your city, New York city
You can tell me the truth but the time goes by
(Light again all the colours and drive away the night)

Day after day, takin' away
The memories of love, I will be alone
In New York city

Dead or alive, breakin the ice
I can't forget your name, it's deep in my mind
Oh New York city

I will meet you...............","https://www.eurobeat-prime.com/lyrics.php?lyrics=1573
"
Otello,Olympic Games,"I was born for running and jumping
Competitions live in me
Whilst you were born for loving me baby
All the feelings live in you

Look at people running
Run to me now
Jumping baby jump to me oh baby
Get a silver medal, get a golden mdeal
Running the human race

Olympic games
Put the glory in my life
Olympic games
I'm the winner tonight
Oh baby shake your body running to me
'Cause your love is my pride, every time

Olympic games
Put the glory in my life
Olympic games
I'm the winner tonight
'Cause your live is my pride
Is my prai - ai - aide

Gold athletic new competition
In a race against the time
And I was panting after the racing
No my heart is not a train","https://www.eurobeat-prime.com/lyrics.php?lyrics=1820
"
Otello,Para Para Para Night,"Dancing eurobeat in the middle of the night
Babe walk me back, I really need you to be right
Dancing rock and roll babe life is not a game
I believe in love, I need you para, para, para, para

""Video men"" meeting ""Video friends""
Do you want to dance to the disco fever?
""Radio men"" calling ""Radio friends""
Moving to the beat my life is all ready

Para, para, para night, dancing for you
Para, para, para night, dancing for me
Para, para, para night, dance to the beat
Para, para, para, one, two, three, four go!!

Para, para, para night, dancing for you
Para, para, para night, dancing for me
Para, para, para night, dance to the beat
Para, para, para, feel the magic

Teach me how to dance, if you want to be my friend
Move another step, I got you babe, shake your hands
Stumping out the bass and my heart is going crash
Rhythm in my soul, I love para, para, para, para","https://www.eurobeat-prime.com/lyrics.php?lyrics=1806
"
Otello,Street Boy,"I feel the rhythm, I will lose my control
I need my freedom, want to play rock and roll
I wanna take you, stand by me
I need you Tokyo city angel

Tonight I wanna fly hi-i-igh
I got to shake my body, lose my mind
Don't want to see your eyes, cry-y-y
You, me, looking for love and fantasy

Street boy, street boy
Dancing to the beat boy
Let's come on baby set my heart on fire
Street boy, street boy
Moving to the beat boy
Tonight I'm dancing babe take me higher

Street boy, street boy
Dancing to the beat boy
Let's come on baby set my heart on fire
Street boy, street boy
Moving to the beat boy
Re-light my fire mad desire

Into my feelings, I need you every night
Who knows the meaning, wants to ride all my life
I wanna take you stand by me
I need you Tokyo city angel","https://www.eurobeat-prime.com/lyrics.php?lyrics=1835
"
Overload,Black Out,"Every night I keep on
Burning warning
Turning off the lights you
Turn me on
You can be
What you wanna be
If you follow your heart
You can do
What you wanna do
In the dark of the light

Feel the
Black out black out
And you' re free to get moving
Free to get crazy
Black out black out
Know you got to get ready
Move on baby
Black out black out
And you' re free to get moving
Free to get crazy
Black out black out
Free the heat of the night

Let me be your love and
Hold me, feel me
Let the music be your
Only guide","https://www.eurobeat-prime.com/lyrics.php?lyrics=376
"
Overload,Foxy Lady,"In the silence of the night
You can feel it deep inside
That you want to get away from here
Oh oh oh oh

Right now (oh)
Energy's gonna wake you up
Right now
Gonna move till the morning light
You get in the disco and show your feel

Foxy Lady
Number one baby
You're always ready for new sensation
Foxy Lady
Always get ready
Your day will be just a celebration

Tell me what you want to be
You can strongly feel the dream
And the passion is gonna hold you tight
Oh oh oh oh","https://www.eurobeat-prime.com/lyrics.php?lyrics=1300
"
Overload,Go Go Guys,"Get ready
Go crazy

This is the rythm of the night
And the music plays for everyone

All night long
Always together
Don't let go
Till the morning light

GO GO GUYS
Feel the heat of the night
GO GO GUYS
We can make it all right
(Together)

Keep moving
Together

You've gotta listen to your heart
And nobody is gonna stop me now","https://www.eurobeat-prime.com/lyrics.php?lyrics=2471
"
Overload,Like A Hero,"You
Gotta get down
Moving around
Do what U want to be

Me
Running away
Killing the day
There is a fight to live

Let me be your pleasure
Now or never feel like heaven
Love will be forever
Live your destiny

Wanna be
Like a hero
Burn in me
Your emotion
Wanna be
Like a hero
Cause you know
My devotion

You
Living in time
Open your mind
Show me that you believe

Me burning the way
Creating the day
I'm gonna get you free","https://www.eurobeat-prime.com/lyrics.php?lyrics=1101
"
Overload,Shock The Rock,"Finally you'll have the chance to see tonight
How the music power leaves in you
We're gonna share it together

You can follow me you can follow me
Melodies around my body
You can freak out people
Till the morning light morning light

Shock the rock I'm playing pop
Now you can screamin' dance and stay together
Shock the rock I'm playing pop
Together we gonna fight the stormy weather

Keep yourself alive into the world of love
Take your soul, your voice into the dark
For tonight and forever","https://www.eurobeat-prime.com/lyrics.php?lyrics=1307
"
Overload,Stop The Panic,"Tonight you're getting ready
To live inside the rain
Tonight I'm feeling baby
To fall in love again

Please stand by me
Come together set me free
Just give me one more chance
And make me dream of you
Dream of you

Stop the panic
Now I'm coming
Come and dance with me
Will be jamming
Till tomorrow free
Love unforgettable

Stop the panic
Now I'm coming
Full of fantasy
Make me funny
Full of extasy
Night unbelievable

I spend my days, my feeling
In search of lovely time
The moon over the ceiling
The passion of the night","https://www.eurobeat-prime.com/lyrics.php?lyrics=826
"
Overload,Tears In My Heart,"Words deep in my mind
I can see your still the light
You are so precious and kind
Everytime you make me high

And there's nothing I can't do
To forget my fantasy
I can swear my love is true
When I think of you and me

Tears in my heart
If you won't stay with me tonight babe
Tears in my heart
Oh baby please don't let me down oh no!
Tears in my heart
Into my mind a thousand voices
Tears in my heart
Oh baby please don't let me down

Just another moonlight
You can get my fantasy
You take all of my best side
Take my love and set me free","https://www.eurobeat-prime.com/lyrics.php?lyrics=831
"
Overload,Terminator,"I better walking
In the groove on the beat
I'm running over
Out of your direction
Mechanic lover
Roboman in the street
Don't call my name
I'm look for satisfaction

Crazy fighter crazy lover
Superhero losted in the dark

Terminator for energy
Guns of fire, by desire
Shining wire
Terminator for destiny
Supersonic funky actions
Around the night

Terminator for energy
Made for loving
Made for kill your obsenssion now
Terminator for ecstasy
Only you can take me higher every night

Waiting for a game 
Faster like a flame

Pump up the music
Cause I love it so much
Pump up the music
Round around in action
Hey Mr. DJ
Light and music in touch
Hey Mr. DJ
Give me satisfaction","https://www.eurobeat-prime.com/lyrics.php?lyrics=2329
"
P. Stone,Emergency,"Now surrendor, and devotion
Hurry up my love is waiting
You can push my spirit to the sky
Love me baby

Now, you give me you hands
To fly to nowhere land
In a magic journey
You bring all the meaning
Deep into my feeling
I will give you all my life

Emergency
I live in danger
Get off of me
Cause I'm the winner of love
Emergency
I got to live it, my baby
Need to be a lug
Who'll feel free

Emergency
Don't need no angel
Don't come in the night
Cause I'll be loving my wife
Honey get off of me
Don't need you to call me
I'm just running baby
Get up off me!

I can find my destination
I feel lost with you, my baby
In a never ending motion
You, drive me crazy","https://www.eurobeat-prime.com/lyrics.php?lyrics=2274
"
